PALABRA;CALIFICACION
descompone;,0000
ancianas;1,0000
reduciremos;,0000
rachida;1,0000
medioambiental;-1,0000
razones;,0000
primitiva;,0000
rosarios;1,0000
despistados;,0000
rozas;1,0000
millones;-1,0000
llenaran;1,0000
camino;,0000
animando;1,0000
institut;,0000
enterrados;1,0000
adivinado;1,0000
financiaron;1,0000
ocuparse;,0000
traten;,0000
encontrarme;,0000
acompanan;,0000
raza;,0000
despega;,0000
alcanzara;,0000
momento;,0000
preservara;1,0000
incorruptibles;1,0000
ahorca;-1,0000
mirado;,0000
exportaciones;-1,0000
saco;,0000
litros;,0000
salinas;1,0000
grade;1,0000
ocultaran;1,0000
confiados;1,0000
destruyendo;-1,0000
aconsejarme;1,0000
cocinar;,0000
espinosos;1,0000
consistencia;1,0000
votando;,0000
tabaco;,0000
farmaco;1,0000
integrados;1,0000
gerente;-1,0000
arruine;1,0000
arrebato;1,0000
antagonicos;1,0000
cree;,0000
fracasaba;1,0000
demostrarse;1,0000
pecos;,0000
igualara;1,0000
catarla;1,0000
llamandole;-1,0000
depresiones;1,0000
reciban;1,0000
formacion;,0000
asuman;-1,0000
defraudan;-1,0000
aguardar;1,0000
ampute;1,0000
cuadrada;1,0000
ampliando;1,0000
confiscara;1,0000
uva;-1,0000
tendo;1,0000
angular;1,0000
religiosos;,0000
investigo;,0000
jeje;1,0000
cachondeando;1,0000
serios;,0000
amplie;1,0000
llamara;,0000
martir;,0000
queso;,0000
renovacion;,0000
saltarse;-1,0000
aprobar;,0000
angel;,0000
obligadamente;1,0000
avalancha;-1,0000
constitucionalistas;1,0000
huidiza;1,0000
gravara;1,0000
diferencian;1,0000
enchufes;-1,0000
fuman;1,0000
alegres;1,0000
opaca;,0000
mecanico;-1,0000
patinazo;-1,0000
caprichoso;-1,0000
indio;,0000
lectoras;1,0000
caminando;-1,0000
aplicar;,0000
miraran;1,0000
maestria;1,0000
matones;-1,0000
territorial;,0000
bonitas;1,0000
rehen;1,0000
radia;1,0000
inesperado;,0000
inversor;,0000
antipatica;1,0000
manchan;1,0000
suspendido;-1,0000
achicharrada;1,0000
grogui;,0000
ciudadana;,0000
divorciados;1,0000
congeladas;1,0000
majos;1,0000
desigualdades;-1,0000
alumnos;,0000
vinculacion;,0000
ramo;,0000
cansinismo;1,0000
incontestable;,0000
cafres;,0000
inolvidable;1,0000
fingir;-1,0000
judios;,0000
transferencias;,0000
notaba;-1,0000
tramando;1,0000
afiliados;,0000
cocinas;1,0000
economicos;,0000
adoptara;,0000
free;1,0000
implacables;1,0000
televisado;1,0000
arquitecto;1,0000
remiten;-1,0000
arenas;,0000
liderado;1,0000
columna;,0000
ambiente;,0000
rap;1,0000
tierno;1,0000
cinematograficas;1,0000
meterme;1,0000
tramite;,0000
cuidamos;1,0000
sobornado;1,0000
estadistica;,0000
decadente;,0000
sufrimientos;1,0000
fija;,0000
absorber;1,0000
piscina;,0000
proceden;-1,0000
break;,0000
charlas;-1,0000
equivocaras;1,0000
dividido;,0000
escondidas;-1,0000
abatido;1,0000
directos;,0000
nacido;1,0000
agudiza;,0000
madrugada;,0000
luchado;,0000
actualizaciones;1,0000
acudan;1,0000
absolvo;1,0000
adjudicarse;1,0000
desperta;1,0000
exaltado;1,0000
olvidos;1,0000
transmitiendo;,0000
intervenidas;-1,0000
halagado;1,0000
derrochadores;,0000
infractores;1,0000
operadoras;,0000
jovenes;,0000
enamorado;1,0000
amarillo;,0000
trayectos;1,0000
acompano;1,0000
ilegales;-1,0000
disuade;1,0000
triunfara;1,0000
acusaban;-1,0000
aciertas;1,0000
homosexualidad;,0000
falsos;-1,0000
grupos;,0000
patente;1,0000
drama;-1,0000
notable;,0000
bellas;1,0000
nominarme;1,0000
posar;-1,0000
cambiarle;1,0000
oh;,0000
costados;1,0000
defendiendo;,0000
virtud;1,0000
atractivo;1,0000
tomara;,0000
fiesta;1,0000
campanada;-1,0000
emisora;1,0000
desploma;-1,0000
refieren;,0000
carece;,0000
exiliar;,0000
perfeccionarlo;1,0000
viuda;,0000
acordaremos;1,0000
pabellones;-1,0000
farc;-1,0000
intenso;,0000
asesinados;-1,0000
prohiban;1,0000
formaran;,0000
sienten;,0000
facilidad;1,0000
operada;,0000
autonomo;,0000
inviten;1,0000
rigor;,0000
cerebral;-1,0000
residente;1,0000
descargado;1,0000
aclarando;,0000
puntualizando;1,0000
replanteara;1,0000
iniciativa;1,0000
representaran;1,0000
empeorado;1,0000
dieta;,0000
bolsillos;1,0000
chapuzas;1,0000
crear;1,0000
dignas;1,0000
convoco;,0000
espasmodica;1,0000
angustioso;,0000
regalan;1,0000
presiono;-1,0000
ahorrar;,0000
forme;,0000
desaliento;1,0000
cruz;,0000
brindaron;1,0000
admito;1,0000
fria;-1,0000
visitaremos;,0000
confundas;,0000
fuertemente;1,0000
brumosa;,0000
ofendiendo;-1,0000
formular;1,0000
glamurosa;1,0000
imperativo;,0000
peligrar;-1,0000
peres;1,0000
increible;1,0000
aumente;,0000
repentinamente;1,0000
trastornado;1,0000
carambola;1,0000
inmediatamente;,0000
llevarlas;1,0000
inmigracion;,0000
marte;,0000
violentas;-1,0000
detectan;1,0000
estructurado;1,0000
saturno;1,0000
paralizando;1,0000
alentaba;,0000
gastronomico;,0000
nieguen;-1,0000
loc;,0000
adicta;1,0000
lunar;1,0000
menoscabo;1,0000
combinacion;,0000
aparecidas;1,0000
intercambio;1,0000
frenta;1,0000
injustificado;-1,0000
sordo;1,0000
rodillo;-1,0000
formalidades;1,0000
saquear;1,0000
convoca;,0000
festejar;1,0000
dialogante;1,0000
vase;1,0000
ideologica;,0000
ayudarnos;,0000
gastarme;1,0000
mofan;1,0000
enviara;,0000
apogeo;1,0000
obligan;-1,0000
derrama;1,0000
dialoga;,0000
desnuda;1,0000
cojones;,0000
regularizar;,0000
suicidas;-1,0000
infinitas;,0000
adelantan;,0000
vencidos;1,0000
empezaron;-1,0000
talento;1,0000
aporto;1,0000
cargar;-1,0000
mazmorras;1,0000
abriremos;,0000
parecido;,0000
insuficiente;-1,0000
operara;,0000
abogado;,0000
arab;1,0000
entiendes;,0000
respetan;,0000
entregarle;,0000
pintar;,0000
anticuario;1,0000
acostaras;,0000
aprovechar;,0000
reconfortante;1,0000
pragmatico;1,0000
hablasen;1,0000
incluyan;1,0000
coactivos;1,0000
recesivas;1,0000
mancillada;1,0000
concurrir;1,0000
enfrenten;1,0000
varia;1,0000
maravillosamente;1,0000
regimen;-1,0000
balones;,0000
pidiendolo;,0000
exigua;1,0000
satisfechos;1,0000
magico;1,0000
busqueda;,0000
monarquias;-1,0000
sprint;1,0000
man;1,0000
abortista;1,0000
ordinaria;,0000
interfiere;1,0000
rellenos;,0000
desmontar;1,0000
favorita;1,0000
sancione;1,0000
definen;,0000
estridencias;1,0000
usurpacion;1,0000
cuencas;-1,0000
hahahaha;1,0000
catastro;1,0000
error;-1,0000
puf;1,0000
prendimiento;,0000
falsedad;-1,0000
sorprender;1,0000
interna;,0000
art;,0000
rentan;1,0000
inaudita;,0000
negativos;-1,0000
autopista;,0000
cabreaba;1,0000
colindantes;1,0000
abogada;1,0000
lengua;,0000
potenciar;1,0000
dispenso;1,0000
leyendo;,0000
veta;-1,0000
violo;1,0000
sensibilidad;,0000
colada;1,0000
perdedores;-1,0000
ardua;1,0000
vi;,0000
ensenandome;1,0000
megalomano;1,0000
premian;1,0000
satiras;,0000
alcanzarse;1,0000
archiva;,0000
barrie;1,0000
ansiadas;1,0000
cajon;,0000
cabrearme;1,0000
reprocharme;1,0000
enchufismo;-1,0000
perifericos;1,0000
pierdase;1,0000
disimular;,0000
apoyo;1,0000
molestos;-1,0000
mezclaba;1,0000
taxi;,0000
fraser;,0000
desprestigiar;-1,0000
proxenetismo;-1,0000
enorgullecen;1,0000
suscripcion;1,0000
convalidaba;1,0000
matos;1,0000
proyecto;,0000
proyectarse;1,0000
diran;,0000
bloqueando;-1,0000
solidas;,0000
enfade;-1,0000
gobernemos;1,0000
abaratando;1,0000
informada;1,0000
clasicas;1,0000
curarnos;1,0000
seguimos;,0000
competido;1,0000
explicarnos;1,0000
archivo;-1,0000
repudiado;1,0000
ligas;1,0000
habituales;,0000
dejan;-1,0000
indice;1,0000
flexibles;,0000
marzo;,0000
desarrollo;1,0000
gaviotas;-1,0000
sacos;-1,0000
contarles;,0000
trabajandola;1,0000
oasis;,0000
volved;1,0000
subsidio;,0000
salias;1,0000
acontecimientos;,0000
rechazar;-1,0000
viola;-1,0000
camion;,0000
verla;,0000
inutil;-1,0000
alivian;1,0000
imponerla;1,0000
pagarlos;-1,0000
votara;-1,0000
dibuja;-1,0000
correctas;,0000
busca;,0000
pensaras;1,0000
porqueria;-1,0000
defraudara;1,0000
explosiones;,0000
largarse;1,0000
solucionar;,0000
portero;,0000
pillada;,0000
adoramos;1,0000
inconmensurable;1,0000
fiscalia;-1,0000
tradicion;,0000
maneja;,0000
plane;1,0000
diana;,0000
borde;,0000
ambientada;1,0000
esponja;1,0000
trabajen;1,0000
jugamos;1,0000
bastan;1,0000
disminuir;1,0000
barbaridades;-1,0000
jugado;,0000
vacie;1,0000
anoto;1,0000
inquieta;-1,0000
peligrosamente;1,0000
ponderaba;1,0000
vencen;,0000
feroz;-1,0000
estudiandolo;1,0000
modificar;,0000
tecnologicamente;1,0000
confien;1,0000
usare;,0000
filmes;1,0000
curvas;,0000
imputacion;-1,0000
represalia;-1,0000
extranan;-1,0000
afanan;1,0000
desempleadas;-1,0000
tren;,0000
formule;1,0000
maria;,0000
asocia;1,0000
casco;,0000
emperador;-1,0000
calculas;1,0000
ladrona;-1,0000
firmas;1,0000
desprecian;-1,0000
posterior;,0000
cerre;1,0000
desolacion;-1,0000
aprovechemos;1,0000
realizado;1,0000
podes;1,0000
fidedignas;1,0000
incitacion;1,0000
discriminaciones;1,0000
conferencia;,0000
buenos;1,0000
dirigido;,0000
ocupaba;1,0000
termina;,0000
dana;-1,0000
optimismo;1,0000
patriotas;,0000
apuestan;1,0000
esquizofrenica;1,0000
humildes;1,0000
tendido;1,0000
federal;,0000
excepcionados;1,0000
ideologo;-1,0000
apocrifo;1,0000
protester;1,0000
calento;1,0000
tapan;,0000
pueblo;,0000
teatralidad;,0000
puente;,0000
comunicaciones;-1,0000
cifran;-1,0000
bibliotecas;,0000
tenacidad;1,0000
excedentes;-1,0000
zorra;-1,0000
perezosos;1,0000
logros;1,0000
sueca;-1,0000
avisados;,0000
dejada;1,0000
cortarlos;1,0000
rupturas;-1,0000
bacteria;1,0000
canonico;1,0000
infravivienda;1,0000
consola;1,0000
juzga;-1,0000
descubrimientos;,0000
registraron;-1,0000
discrepamos;,0000
limpiase;1,0000
intercambian;1,0000
cobraremos;1,0000
campeon;,0000
gano;1,0000
forastero;1,0000
capas;,0000
presupuestados;1,0000
inscripcion;,0000
victimas;-1,0000
prefiero;,0000
tratarme;1,0000
entrevistados;1,0000
anoramos;1,0000
recuperara;,0000
intelectual;,0000
negociacion;-1,0000
hacer;,0000
norteamericano;-1,0000
interesado;,0000
jaque;-1,0000
promocion;,0000
ideo;,0000
escultura;-1,0000
salgado;,0000
tranquilo;1,0000
ensenado;,0000
conocerle;1,0000
patrimonios;-1,0000
negarlo;-1,0000
trance;1,0000
colgados;-1,0000
incrementarse;1,0000
carino;1,0000
televisor;-1,0000
estola;1,0000
obra;1,0000
transcurren;1,0000
cenando;1,0000
quimericos;1,0000
vito;1,0000
canal;,0000
callar;,0000
podas;1,0000
rescates;,0000
forzadas;1,0000
cobrarse;1,0000
comisariado;1,0000
completar;1,0000
plantean;,0000
concitar;1,0000
identificarme;1,0000
trafico;,0000
conquista;1,0000
llenaron;1,0000
septima;,0000
activado;,0000
occidentales;1,0000
cenicienta;-1,0000
realizar;,0000
acero;,0000
inicios;1,0000
supr;1,0000
anestesiado;1,0000
excedan;1,0000
recetas;-1,0000
atravese;1,0000
prohibicion;-1,0000
buses;,0000
rebel;-1,0000
eluden;1,0000
medrano;1,0000
obtenidos;1,0000
buenis;1,0000
invierten;1,0000
punteria;,0000
entienda;,0000
entera;,0000
dragon;,0000
seguid;,0000
felicitasteis;1,0000
atlantica;,0000
apropiada;1,0000
terrorismos;1,0000
futurismo;1,0000
rastro;,0000
solicita;,0000
mata;-1,0000
unicas;,0000
motivacion;,0000
bolivar;1,0000
torpedo;,0000
etiquetas;1,0000
preguntarnos;,0000
licencias;,0000
entorpecer;1,0000
autor;,0000
demostrarlo;,0000
legislativo;-1,0000
dice;-1,0000
chusca;1,0000
ofrecida;1,0000
robar;-1,0000
exquisita;1,0000
obsesionada;1,0000
nerviosas;1,0000
argentina;,0000
carisima;1,0000
repasando;,0000
mar;,0000
aplaza;,0000
rebatir;1,0000
bobadas;1,0000
torrado;,0000
reanudan;1,0000
sordido;1,0000
devalua;1,0000
apelado;,0000
machacandolo;1,0000
sacarlas;1,0000
presidente;,0000
investigan;,0000
hallazgo;,0000
urbanos;1,0000
comparado;,0000
sume;,0000
rollos;-1,0000
europea;,0000
carretero;1,0000
traumatica;1,0000
detallarnos;1,0000
pisoteando;1,0000
anochecer;,0000
admirable;1,0000
cejas;-1,0000
progresando;1,0000
conservadores;,0000
soporto;,0000
eleccion;,0000
empezando;,0000
insignia;,0000
cronicas;,0000
dedicaban;1,0000
desarrollan;1,0000
guiso;1,0000
parandome;1,0000
aplaudan;,0000
derrumbada;1,0000
dosis;,0000
sucesor;,0000
temer;-1,0000
contacta;,0000
ausentan;-1,0000
completen;1,0000
espeso;1,0000
furibunda;1,0000
legalizacion;,0000
sobraban;,0000
wilder;,0000
otorgan;,0000
empresa;,0000
not;,0000
sufrido;-1,0000
suspenso;,0000
inflamed;1,0000
contadas;1,0000
satisfaccion;1,0000
alto;,0000
sabanas;,0000
dictaduras;-1,0000
velan;1,0000
sancionadora;1,0000
comprometidos;,0000
desamparo;-1,0000
economia;,0000
participado;1,0000
termica;,0000
utilizas;1,0000
loves;1,0000
tejado;,0000
mayor;,0000
insuficiencia;1,0000
contenido;,0000
llamarlos;1,0000
surgido;1,0000
disgustara;1,0000
maravillas;1,0000
disminuyen;1,0000
envidiosos;1,0000
ensene;1,0000
dedicatorias;1,0000
complementaria;1,0000
consta;,0000
tergiversen;1,0000
acatara;1,0000
incapacitado;1,0000
joc;1,0000
desoladoras;1,0000
pestes;1,0000
rosca;,0000
captaba;1,0000
valada;1,0000
temblar;-1,0000
simpatizantes;,0000
envuelta;1,0000
recordarle;1,0000
examina;,0000
prohiba;1,0000
premeditada;1,0000
gastando;-1,0000
entregando;1,0000
avisando;1,0000
infeliz;-1,0000
portando;1,0000
terraza;,0000
salado;1,0000
cuerpo;,0000
efectuar;1,0000
rostro;,0000
comparecencia;,0000
complicado;-1,0000
degenera;1,0000
endurecen;1,0000
tunel;,0000
ocurridos;1,0000
resignarse;-1,0000
preceded;1,0000
civilizada;1,0000
gratuito;1,0000
cercania;,0000
tinieblas;1,0000
espalda;,0000
cancela;,0000
amanar;1,0000
deshauciados;-1,0000
consuma;1,0000
reinado;,0000
vel;,0000
colaboradores;1,0000
salpica;-1,0000
preguntamos;,0000
colocara;1,0000
igualado;1,0000
amplios;1,0000
equivocado;-1,0000
exagerando;1,0000
miticas;1,0000
oportuno;1,0000
investigadora;1,0000
abusado;1,0000
personalista;-1,0000
master;,0000
profesor;,0000
recordad;,0000
asistido;,0000
sentandose;1,0000
derrotado;,0000
cirugia;,0000
cubanas;1,0000
envejecimiento;,0000
exculpar;,0000
mundos;,0000
agrandar;1,0000
prueba;,0000
ficticios;1,0000
iron;-1,0000
mac;-1,0000
materiales;-1,0000
saltaba;1,0000
asqueado;1,0000
condecorar;1,0000
amistosa;1,0000
preocupar;1,0000
crecido;,0000
segen;1,0000
agresivos;1,0000
destinan;1,0000
toquen;,0000
hacersela;1,0000
guapo;1,0000
sentaron;1,0000
curando;1,0000
sintoma;-1,0000
beneficie;1,0000
indultan;,0000
firmeza;1,0000
vivos;,0000
sueltan;1,0000
suizos;-1,0000
ejemplo;,0000
imposibles;-1,0000
quinta;,0000
alguno;,0000
madrilena;,0000
montaron;,0000
llenemos;1,0000
atontan;1,0000
autodestructivos;1,0000
dotes;1,0000
salves;1,0000
realizados;1,0000
abogan;,0000
mostrarme;1,0000
presidencialista;1,0000
descubrirlo;1,0000
crapulas;1,0000
mandingo;1,0000
exclusivas;1,0000
segar;1,0000
tirano;1,0000
cano;,0000
acordarme;,0000
globales;,0000
amables;1,0000
radio;,0000
vota;,0000
villas;1,0000
sectores;-1,0000
nominando;1,0000
salvaje;,0000
casualidades;,0000
comico;1,0000
reloj;,0000
coleccion;,0000
barril;,0000
califican;,0000
favoritismo;1,0000
conversador;1,0000
parecerselo;1,0000
andas;,0000
increpaciones;1,0000
apartamiento;-1,0000
insatisfecho;-1,0000
aprobe;1,0000
culpables;-1,0000
portado;,0000
simplistas;1,0000
rasgaban;1,0000
cortando;1,0000
discreto;1,0000
inedita;,0000
solicitarlo;1,0000
satur;1,0000
antisocial;-1,0000
dormido;,0000
arregla;,0000
conflictos;-1,0000
aplazaron;1,0000
tajante;-1,0000
crio;1,0000
refugiado;,0000
arremeter;-1,0000
intervenidos;,0000
pareces;,0000
mostrarles;1,0000
acomplejada;1,0000
ingenian;1,0000
revisa;,0000
navajazos;-1,0000
simetria;1,0000
guste;1,0000
cansarme;1,0000
entienden;,0000
juguemos;1,0000
minuto;,0000
doctora;,0000
faltaran;,0000
desproporcionadas;-1,0000
actitud;-1,0000
reserva;,0000
focos;-1,0000
compensara;1,0000
mago;1,0000
penalizar;-1,0000
endiablado;1,0000
preguntaran;1,0000
compren;,0000
nat;1,0000
gastada;1,0000
sindicales;-1,0000
resignado;1,0000
presiona;,0000
hispanica;1,0000
pavese;1,0000
abrazo;1,0000
bomberos;,0000
cachondo;,0000
endurece;-1,0000
italiano;,0000
abordado;,0000
confiada;1,0000
exitos;1,0000
adela;1,0000
revolcarse;1,0000
facilmente;,0000
subestimaba;1,0000
ultimar;1,0000
trabajaran;1,0000
chirridos;1,0000
plataforma;,0000
escrupuloso;1,0000
fantastica;1,0000
expulsarle;1,0000
asunto;,0000
ansiosos;1,0000
operarlo;1,0000
tememos;,0000
latinoamericano;1,0000
regresa;,0000
revolucionaria;,0000
formidable;1,0000
consejos;,0000
bailes;1,0000
diagnostico;,0000
deroga;1,0000
aludida;1,0000
oprobio;1,0000
sustanciada;1,0000
fundada;1,0000
peladas;1,0000
collapse;1,0000
respetaremos;1,0000
condicion;,0000
pillos;1,0000
pulseras;,0000
enriqueciendo;1,0000
llegar;,0000
adoptan;1,0000
levantaremos;,0000
bestias;1,0000
eventos;,0000
docente;,0000
contienda;,0000
brutal;,0000
frecuente;1,0000
avivir;1,0000
disculpo;1,0000
ley;,0000
quedar;,0000
descreidos;,0000
controlo;,0000
mineras;-1,0000
lapidar;1,0000
calefaccion;,0000
elogios;1,0000
amore;1,0000
desarrollados;,0000
devaluara;1,0000
vigilancia;,0000
herida;,0000
ritual;1,0000
contarlo;,0000
animico;1,0000
consejo;,0000
pagando;-1,0000
agricultores;,0000
arreglos;1,0000
restado;1,0000
participativo;1,0000
retrasos;,0000
boom;1,0000
disfrazado;,0000
ministerio;,0000
seg;,0000
incumplen;-1,0000
definirla;1,0000
provocando;-1,0000
resista;1,0000
precioso;1,0000
hundir;-1,0000
bolso;,0000
vas;,0000
billete;-1,0000
uruguayos;1,0000
desgasta;1,0000
firmantes;,0000
permanecer;,0000
marxista;1,0000
malinterpretado;1,0000
explotaban;1,0000
puentes;,0000
honrados;,0000
limpiara;1,0000
comporta;1,0000
agregas;1,0000
motoristas;-1,0000
reelegida;1,0000
dormir;,0000
famos;1,0000
acuerdas;1,0000
adoptar;,0000
gestionando;1,0000
humanitario;,0000
chantaje;,0000
acompana;,0000
aguantas;,0000
oficios;1,0000
partir;,0000
regates;1,0000
cronico;,0000
articule;1,0000
repente;1,0000
silva;,0000
campanadas;,0000
muchisimas;1,0000
autonomica;,0000
decepcione;,0000
vinieron;-1,0000
unilateral;-1,0000
acogida;1,0000
distintivo;1,0000
resolver;,0000
demostraremos;1,0000
espesos;1,0000
ofensivos;,0000
becados;1,0000
agolpan;1,0000
pidiera;,0000
cuadrados;1,0000
condenara;-1,0000
preventivas;,0000
helo;1,0000
forzados;-1,0000
adentra;1,0000
extradicion;-1,0000
pierda;-1,0000
ininteligibles;1,0000
tipica;1,0000
campesino;1,0000
presentadas;,0000
interesando;1,0000
vallada;1,0000
informatico;-1,0000
entrevistarse;-1,0000
inquietado;1,0000
regalarle;1,0000
ensanche;,0000
longevidad;1,0000
ingenio;1,0000
cumpliendo;1,0000
inspecciona;1,0000
apuntados;1,0000
despojar;1,0000
prestaciones;,0000
profesiones;,0000
argumentado;-1,0000
obstruyan;1,0000
extreme;1,0000
viejos;,0000
contaminados;1,0000
quererme;1,0000
alabado;1,0000
silencian;1,0000
consorci;1,0000
generalidades;1,0000
lamentablemente;-1,0000
artistico;,0000
senales;,0000
universitarios;-1,0000
desasosegar;1,0000
generosidad;1,0000
pueblos;-1,0000
enserio;1,0000
felicitarles;1,0000
sueldos;-1,0000
reconoced;1,0000
desmorona;,0000
triples;,0000
simplista;-1,0000
prevenidos;,0000
distracciones;1,0000
vicio;,0000
quejarse;-1,0000
entregadas;1,0000
tolos;1,0000
depilados;1,0000
culpabilidad;1,0000
tachar;1,0000
castigos;,0000
garantismo;1,0000
helara;1,0000
mascara;,0000
impute;-1,0000
idiotez;1,0000
rectificar;,0000
naturalmente;1,0000
guarras;1,0000
recusaciones;1,0000
devaluan;1,0000
injuria;1,0000
metiendose;1,0000
despachos;,0000
economistas;,0000
bola;,0000
abaraten;,0000
inspira;1,0000
amanecemos;1,0000
elaborara;1,0000
celebren;1,0000
esencias;-1,0000
cancion;,0000
participo;,0000
restringir;,0000
ahorren;,0000
alquilar;1,0000
bellezas;1,0000
encuentras;,0000
finalizo;,0000
disfrazadas;-1,0000
talentoso;1,0000
visible;1,0000
acusados;-1,0000
pera;1,0000
caluroso;1,0000
ridiculas;1,0000
carbon;,0000
veran;-1,0000
copiadas;1,0000
agobian;1,0000
inestimable;1,0000
acate;,0000
som;-1,0000
presenta;,0000
calculos;,0000
gen;,0000
garantias;,0000
acida;1,0000
bastado;,0000
soci;1,0000
efusivamente;1,0000
impresentables;,0000
emprendedoras;1,0000
activada;1,0000
belico;-1,0000
gravar;,0000
contemos;1,0000
ten;,0000
ritmica;1,0000
apagar;-1,0000
progresa;1,0000
nacionalistas;-1,0000
telefonicas;,0000
aditivos;1,0000
decir;,0000
complicados;,0000
sacarme;,0000
alboroto;,0000
absentismo;-1,0000
auge;,0000
irresponsabilidad;-1,0000
sublevacion;1,0000
parranda;1,0000
enganchado;,0000
seguidora;1,0000
preferencia;1,0000
ponerme;,0000
visitados;1,0000
situado;1,0000
evaluar;,0000
artefactos;,0000
dimitida;1,0000
reafirma;,0000
detallar;,0000
humorista;1,0000
planificacion;,0000
diagnosticado;,0000
alarmas;-1,0000
escudandose;1,0000
grafico;,0000
mola;1,0000
provocar;-1,0000
centella;,0000
terminan;,0000
leche;,0000
retratarse;1,0000
drogadicto;-1,0000
militancia;,0000
aterrados;1,0000
aburridos;-1,0000
hospedaba;1,0000
escapatorias;1,0000
vanidoso;1,0000
diez;,0000
ingreso;,0000
procedimiento;,0000
faltar;,0000
bosnia;,0000
menciono;-1,0000
acorde;1,0000
criticas;-1,0000
desertado;1,0000
capturara;1,0000
musicalmente;1,0000
elaborado;1,0000
interferir;1,0000
corriente;,0000
publicamente;,0000
sufrio;-1,0000
ligarse;1,0000
impartan;1,0000
teatro;,0000
notando;-1,0000
heroica;1,0000
buitres;1,0000
vivan;1,0000
menosprecia;1,0000
frente;,0000
migrana;,0000
vivimos;,0000
soldado;,0000
cauteloso;,0000
multara;,0000
ojala;,0000
atribuible;1,0000
visual;,0000
mercadeo;1,0000
sustituimos;1,0000
abarato;1,0000
incauta;1,0000
caro;-1,0000
guerrillero;,0000
contrasta;,0000
tora;1,0000
contorsiones;-1,0000
gustaban;1,0000
bajo;-1,0000
extremistas;-1,0000
incrementara;1,0000
sacerdotes;,0000
promedio;1,0000
entrega;1,0000
tratamos;,0000
resuma;1,0000
condicionantes;1,0000
recomendado;1,0000
flojo;-1,0000
diras;,0000
cri;1,0000
formes;,0000
atendidos;,0000
fumado;1,0000
subscribirme;1,0000
recibian;1,0000
